"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ygcE","-1.91","-1.91","1.51","2.24","6","5.71","8.45","90.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","queE","-1.67","-1.67","24.68","16.57","37","78.60","52.82","474.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yqcG",,,"0.00","0.00","0","0.00","0.00","0.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","rlmD","0.49","0.48","27.27","35.50","108","19.40","25.27","481.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yqcC","-4.29","-4.30","2.47","0.81","2","48.43","15.98","122.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ygdI","0.49","0.49","760.74","173.44","135","540.29","123.18","880.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","galP","-2.34","-2.34","6.76","9.43","33","34.26","47.79","562.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","metC","-1.81","-1.81","42.20","50.13","148","148.23","176.10","2732.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yghB","-1.80","-1.80","30.95","20.43","49","107.94","71.24","615.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yqiJ","-0.54","-0.54","4.51","2.84","7","6.59","4.15","48.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","patA","-3.91","-3.91","60.24","83.14","290","906.39","1250.82","17820.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ygjR","-0.01","-0.01","31.22","30.81","93","31.56","31.15","447.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","sstT","-2.88","-2.88","45.46","56.60","179","334.68","416.68","4808.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yqjA","-2.27","-2.27","62.91","41.71","92","305.07","202.26","1620.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","rimP","-0.49","-0.49","147.41","66.78","141","207.64","94.05","2015.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","elbB","-0.09","-0.08","62.73","41.03","101","66.77","43.67","550.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","arcB","-1.22","-1.22","70.88","165.66","480","165.91","387.75","4365.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","gltF","-0.06","-0.06","18.32","14.01","33","19.17","14.66","161.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yhcN","-1.44","-1.44","13.43","3.54","3","36.60","9.66","144.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","rplV","-0.79","-0.79","2161.57","719.80","931","3741.98","1246.07","11012.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","rpsS","1.75","1.75","9080.79","2533.54","2593","2685.29","749.19","33830.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ppiA","-1.92","-1.92","21.70","12.43","35","82.28","47.14","552.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yhhZ",,,"0.00","0.00","0","0.76","0.90","12.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ugpB","-1.77","-1.77","27.48","36.19","96","93.79","123.53","1741.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","livK","-1.58","-1.58","77.79","86.34","313","232.79","258.39","2977.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","rpoH","-2.50","-2.50","29.13","24.90","134","164.79","140.89","2619.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ftsX","-1.42","-1.42","48.54","51.41","129","130.42","138.11","1338.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yhiM","-0.55","-0.55","6.44","6.78","23","9.46","9.96","143.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yhiD","-0.58","-0.58","31.06","20.13","50","46.70","30.26","366.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","hdeB","1.40","1.40","8151.70","2665.60","3787","3075.22","1005.59","8035.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","hdeA","1.09","1.09","4546.08","1513.84","2377","2122.56","706.81","7085.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","hdeD","-0.43","-0.43","196.22","112.43","252","265.81","152.31","2764.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yhjE","-2.48","-2.48","18.98","25.12","78","106.26","140.58","2142.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","dppA","-0.69","-0.69","816.22","1312.49","3645","1317.39","2118.37","27933.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","xylF","0.32","0.32","8.56","8.50","26","6.85","6.80","64.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yibB","-0.85","-0.85","26.54","22.77","55","48.06","41.23","493.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","waaO","-0.45","-0.45","21.68","22.11","55","29.70","30.29","472.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","waaB","-1.44","-1.44","14.69","15.86","39","40.09","43.30","463.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","tnaC",,,"0.00","0.00","3","0.00","0.00","8.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","tnaA","2.84","2.84","28.43","40.26","126","3.96","5.61","75.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","atpI","-2.53","-2.53","84.28","32.11","53","486.98","185.53","1459.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ysgA","-1.32","-1.32","133.36","108.82","273","334.60","273.03","3258.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","typA","-3.01","-3.01","58.68","107.03","301","473.60","863.85","10306.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","malK","2.65","2.65","48.34","53.95","187","7.65","8.54","286.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","nrfA","-1.83","-1.83","1.04","1.50","4","3.71","5.34","60.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","dcuA","-1.26","-1.26","26.10","33.97","122","62.56","81.46","1227.00",
